MES;SEM;FECHA;Usina;Familia;Tipo  vehiculo;Fabrica;Avance producto;Motor;Caja de velocidades;Trasmision;Version;Num. de Identificacion;Numero de fabricacion;Color;Codigo defecto;Titulo defecto;Comentario defecto;Demerito (pt);Taller;Elementos;;;;;;;;;
8;Sem34;22/8/2019;VP;X67;F67;655;TCP;;;;;655193510094;;;1052-4507;MASTICO IMPIDE EL MONTAJE-PASO DE RUEDA  ARI.;FG;P2;Selladores;MASTICO IMPIDE EL MONTAJE;;;;;;;;;
8;Sem34;22/8/2019;VP;X67;F67;655;TCP;;;;;655193510094;;;1010-4303;MASTICO MAL POSICIONADO-BAJOCAJA  I.;FG;P2;Selladores;MASTICO MAL POSICIONADO;;;;;;;;;
8;Sem34;22/8/2019;VP;X67;F67;655;TCP;;;;;655193510105;;;1180-4374;GRANO-ENCUADRAMIENTO DE PUERTA AVD.;MR;P2;Selladores;GRANO;;;;;;;;;
8;Sem34;22/8/2019;VU;H60A;H60A;655;TCP;;;;;655193520201;;;1510-4206;DESCONCHADO-GOTERON COFRE DEL MOTOR;MR;P2;Degradaciones;DESCONCHADO;;;;;;;;;
8;Sem34;22/8/2019;VU;H60A;H60A;655;TCP;;;;;655193520201;;;1450-4412;RETOQUE LOCAL CON PLUMA-PAÑO EXT DE PUERTA AVD;;P2;LFP;RETOQUE LOCAL CON PLUMA;;;;;;;;;
8;Sem34;22/8/2019;VU;H60A;H60A;655;TCP;;;;;655193530205;;;0440-4320;PROYECCION DE SOLDADURA-VANO DE LUNETA AR.;MR;P2;Chapa;PROYECCION DE SOLDADURA;;;;;;;;;
8;Sem34;22/8/2019;VU;H60A;H60A;655;TCP;;;;;655193530205;;;1400-4373;RETOQUE DE PINTURA APARENTE-ENCUADRAMIENTO DE PUERTA AVI.;MR;P2;LFP;RETOQUE DE PINTURA APARENTE;;;;;;;;;
8;Sem34;22/8/2019;VU;H60A;H60A;655;TCP;;;;;655193530205;;;1450-4414;RETOQUE LOCAL CON PLUMA-PAÑO EXT DE PUERTA ARD;MR;P2;LFP;RETOQUE LOCAL CON PLUMA;;;;;;;;;
8;Sem34;22/8/2019;VP;X52;L52;655;TCP;;;;;655193510187;;;0210-4307;BOLLOS-PIE MEDIO  I.;ND;P2;Degradaciones;BOLLOS;;;;;;;;;
8;Sem34;22/8/2019;VP;X52;B52;655;TCT;;;;;655193610042;;;0210-4375;BOLLOS-ENCUADRAMIENTO DE PUERTA ARI.;ND;P2;Laterales-P1;BOLLOS;;;;;;;;;
8;Sem34;22/8/2019;VP;X52;BCR;655;TCT;;;;;655193440178;;;0414-4539;CLINCH O REMACHE DEFECTUOSO-PISO CENTRAL / PISO AR.;FG;P2;Piso-Block;CLINCH O REMACHE DEFECTUOSO;;;;;;;;;
8;Sem34;22/8/2019;VP;X52;BCR;655;TCT;;;;;655193440178;;;0230-4210;PICO-CAPOT AV.;ND;P2;Partes móviles;PICO;;;;;;;;;
8;Sem34;22/8/2019;VP;X52;BCR;655;TCT;;;;;655193440178;;;0260-4503;TRAZA DE DISCO-GOTERON ENCUADRAMIENTO DE PORTON;ND;P2;Laterales-P1;TRAZA DE DISCO;;;;;;;;;
8;Sem34;22/8/2019;VP;X67;F67;655;TCT;;;;;655193030160;;;0706-4202;DESBORDAMIENTO MASTICO DE CHAPA-DOBLADO INT. DE CAPOT AV..;FG;P2;Partes móviles;DESBORDAMIENTO MASTICO DE CHAPA;;;;;;;;;
8;Sem34;22/8/2019;VP;X67;F67;655;TCT;;;;;655193030160;;;0480-4773;SOLDADURA ESTALLADA-CARA INTERNA DE PAÑO LAT  I;FG;P2;Laterales-P1;SOLDADURA ESTALLADA;;;;;;;;;
8;Sem34;22/8/2019;VP;X67;F67;655;TCT;;;;;655193530020;;;0110-4776;MAL ACOSTAJE-ENCTº.DE PUERTA DESLIZANTE D.;FG;P2;Laterales-P1;MAL ACOSTAJE;;;;;;;;;
8;Sem34;22/8/2019;VU;H60A;H60A;655;TCT;;;;;655193410009;CAJA;;0210-4772;BOLLOS-CARA INTERNA DE PAÑO LAT D;ND;P2;Laterales-P1;BOLLOS;;;;;;;;;
8;Sem34;22/8/2019;VP;X52;L52;655;TCT;;;;;655193550207;;;0225-4418;MAL RETOQUE DE CHAPA-MARCO DE PUERTA  ARD.;;P2;Partes móviles;MAL RETOQUE DE CHAPA;;;;;;;;;
8;Sem34;22/8/2019;VP;X52;L52;655;TCT;;;;;655193620113;;;0210-4418;BOLLOS-MARCO DE PUERTA  ARD.;ND;P2;Partes móviles;BOLLOS;;;;;;;;;
8;Sem34;22/8/2019;VP;X52;L52;655;TCT;;;;;655193620113;;;0440-4375;PROYECCION DE SOLDADURA-ENCUADRAMIENTO DE PUERTA ARI.;ND;P2;Laterales-P1;PROYECCION DE SOLDADURA;;;;;;;;;
8;Sem34;23/8/2019;VP;X52;B52;655;TCT;;;;;655193550199;;;0030-4013;JUEGO EXCESIVO-PAÑO DE PUERTA  AVI / ALETA  AVI;FG;P2;Ferrage- Caja;JUEGO EXCESIVO;;;;;;;;;
8;Sem34;23/8/2019;VP;X52;B52;655;TCT;;;;;655193550199;;;0070-4520;MAL CENTRADO-HAYON /  PORTON;FG;P2;Ferrage- Caja;MAL CENTRADO;;;;;;;;;
8;Sem34;23/8/2019;VP;X52;BCR;655;TCT;;;;;655193350024;;;0241-4503;PESTAÑA DEFORMADA-GOTERON ENCUADRAMIENTO DE PORTON;ND;P2;Laterales-P1;PESTAÑA DEFORMADA;;;;;;;;;
8;Sem34;23/8/2019;VP;X52;BCR;655;TCT;;;;;655193440181;;;0210-4210;BOLLOS-CAPOT AV.;ND;P2;Partes móviles;BOLLOS;;;;;;;;;
8;Sem34;23/8/2019;VP;X67;F67;655;TCT;;;;;655193520086;;;0210-4833;BOLLOS-PUERTA BATIENTE ARI.;ND;P2;Partes móviles;BOLLOS;;;;;;;;;
8;Sem34;23/8/2019;VP;X67;F67;655;TCT;;;;;655193520092;;;0711-4218;FALTA TUCKER-PASO DE RUEDA  AVD. (AUVENT);FG;P1;Piso-Block;FALTA TUCKER;;;;;;;;;
8;Sem34;23/8/2019;VU;H60A;H60A;655;TCT;;;;;655193450172;;;0240-4120;DEFORMACION CHAPA-PISO AV. O CABINA;FG;P2;Piso-Block;DEFORMACION CHAPA;;;;;;;;;
8;Sem34;23/8/2019;VU;H60A;H60A;655;TCT;;;;;655193450172;;;0260-4376;TRAZA DE DISCO-ENCUADRAMIENTO DE PUERTA ARD.;ND;P2;Laterales-P1;TRAZA DE DISCO;;;;;;;;;
8;Sem34;23/8/2019;VU;H60A;H60A;655;TCT;;;;;655193530236;CAJA;;0240-4390;DEFORMACION CHAPA-LADO DE CAJA D.;ND;P2;Laterales-P1;DEFORMACION CHAPA;;;;;;;;;
8;Sem34;23/8/2019;VP;X52;B52;655;TCP;;;;;655193520151;;;0210-4210;BOLLOS-CAPOT AV.;MR;P2;Degradaciones;BOLLOS;;;;;;;;;
8;Sem34;23/8/2019;VP;X52;B52;655;TCP;;;;;655193550190;;;1510-4376;DESCONCHADO-ENCUADRAMIENTO DE PUERTA ARD.;MR;P2;Degradaciones;DESCONCHADO;;;;;;;;;
8;Sem34;23/8/2019;VP;X67;F67;655;TCP;;;;;655193520091;;;1180-4834;GRANO-PUERTA BATIENTE ARD.;MR;P2;Selladores;GRANO;;;;;;;;;
8;Sem34;23/8/2019;VP;X67;F67;655;TCP;;;;;655193520091;;;1010-4130;MASTICO MAL POSICIONADO-PISO AR. DE COFRE-- CAJA;MR;P2;Selladores;MASTICO MAL POSICIONADO;;;;;;;;;
8;Sem34;23/8/2019;VU;H60A;H60A;655;TCP;;;;;655193530236;;;1221-4376;FALTA DE BARNIZ-ENCUADRAMIENTO DE PUERTA ARD.;ND;P2;Cabinas;FALTA DE BARNIZ;;;;;;;;;
8;Sem34;23/8/2019;VU;H60A;H60A;655;TCP;;;;;655193530236;;;1180-4308;GRANO-PIE MEDIO  D.;MR;P2;Selladores;GRANO;;;;;;;;;
8;Sem34;23/8/2019;VU;H60A;H60A;655;TCP;;;;;655193530288;;;0440-4375;PROYECCION DE SOLDADURA-ENCUADRAMIENTO DE PUERTA ARI.;ND;P2;Chapa;PROYECCION DE SOLDADURA;;;;;;;;;
8;Sem34;23/8/2019;VP;X52;L52;655;TCP;;;;;655193550204;;;1110-4210;DESCOLGON-CAPOT AV.;ND;P2;Cabinas;DESCOLGON;;;;;;;;;
8;Sem35;26/8/2019;VP;X52;B52;655;TCP;;;;;655193440156;;;1001-4443;AMPOLLAS DEL MASTICO-REBATIDO DE PUERTA ARI.;MR;P2;Chapa;AMPOLLAS DEL MASTICO;;;;;;;;;
8;Sem35;26/8/2019;VP;X52;B52;655;TCP;;;;;655193550201;;;1520-4412;RAYAS-PAÑO EXT DE PUERTA AVD;MR;P2;Degradaciones;RAYAS;;;;;;;;;
8;Sem35;26/8/2019;VP;X67;F67;655;TCP;;;;;655193520071;;;4070-4302;OBTURADOR MAL POSICIONADO-PIE  AVD.;FG;P2;LFP;OBTURADOR MAL POSICIONADO;;;;;;;;;
8;Sem35;26/8/2019;VP;X67;F67;655;TCP;;;;;655193520073;;;1110-4772;DESCOLGON-CARA INTERNA DE PAÑO LAT D;ND;P2;Cabinas;DESCOLGON;;;;;;;;;
8;Sem35;26/8/2019;VU;H60A;H60A;655;TCP;;;;;655192130459;;;0230-4313;PICO-TECHO;ND;P2;Selladores;PICO;;;;;;;;;
8;Sem35;26/8/2019;VU;H60A;H60A;655;TCP;;;;;655193520212;;;0210-4373;BOLLOS-ENCUADRAMIENTO DE PUERTA AVI.;ND;P2;Degradaciones;BOLLOS;;;;;;;;;
8;Sem35;26/8/2019;VU;H60A;H60A;655;TCP;;;;;655193530360;;;1053-4320;MASTICO BAJO LACA-VANO DE LUNETA AR.;MR;P2;Selladores;MASTICO BAJO LACA;;;;;;;;;
8;Sem35;26/8/2019;VU;H60A;H60A;655;TCP;;;;;655193530360;;;1400-4413;RETOQUE DE PINTURA APARENTE-PAÑO EXT DE PUERTA ARI;MR;P2;LFP;RETOQUE DE PINTURA APARENTE;;;;;;;;;
8;Sem35;26/8/2019;VP;X52;B52;655;TCT;;;;;655193630069;;;0414-4539;CLINCH O REMACHE DEFECTUOSO-PISO CENTRAL / PISO AR.;FG;P2;Piso-Block;CLINCH O REMACHE DEFECTUOSO;;;;;;;;;
8;Sem35;26/8/2019;VU;H60A;H60A;655;TCT;;;;;655193430264;;;0240-4120;DEFORMACION CHAPA-PISO AV. O CABINA;FG;P2;Laterales-P1;DEFORMACION CHAPA;;;;;;;;;
8;Sem35;26/8/2019;VU;H60A;H60A;655;TCT;;;;;655193430264;;;0230-4375;PICO-ENCUADRAMIENTO DE PUERTA ARI.;ND;P2;Laterales-P1;PICO;;;;;;;;;
8;Sem35;26/8/2019;VU;H60A;H60A;655;TCT;;;;;655193530684;CAJA;;0230-4389;PICO-LADO DE CAJA I.;ND;P2;Laterales-P1;PICO;;;;;;;;;
8;Sem35;26/8/2019;#N/D;X67;K67;655;TCT;;;;;655193810137;;;0440-4834;PROYECCION DE SOLDADURA-PUERTA BATIENTE ARD.;ND;P2;Partes móviles;PROYECCION DE SOLDADURA;;;;;;;;;
8;Sem35;26/8/2019;VP;X67;K67;655;TCT;;;;;655193810137;;;0480-4390;SOLDADURA ESTALLADA-LADO DE CAJA D.;FG;P2;Laterales-P1;SOLDADURA ESTALLADA;;;;;;;;;
8;Sem35;26/8/2019;VP;X52;L52;655;TCT;;;;;655193630086;;;0210-4401;BOLLOS-PUERTA AVI.;ND;P2;Partes móviles;BOLLOS;;;;;;;;;
8;Sem35;27/8/2019;VP;X52;BCR;655;TCT;;;;;655193510114;;;0240-4374;DEFORMACION CHAPA-ENCUADRAMIENTO DE PUERTA AVD.;ND;P2;Laterales-P1;DEFORMACION CHAPA;;;;;;;;;
8;Sem35;27/8/2019;VP;X52;BCR;655;TCT;;;;;655193530081;;;0230-4401;PICO-PUERTA AVI.;ND;P2;Partes móviles;PICO;;;;;;;;;
8;Sem35;27/8/2019;VP;X67;F67;655;TCT;;;;;655193540017;;;0210-4401;BOLLOS-PUERTA AVI.;ND;P1;Partes móviles;BOLLOS;;;;;;;;;
8;Sem35;27/8/2019;VP;X67;F67;655;TCT;;;;;655193720041;;;0230-4402;PICO-PUERTA AVD.;ND;P2;Partes móviles;PICO;;;;;;;;;
8;Sem35;27/8/2019;VP;X67;F67;655;TCT;;;;;655194010024;;;0210-4834;BOLLOS-PUERTA BATIENTE ARD.;ND;P2;Partes móviles;BOLLOS;;;;;;;;;
8;Sem35;27/8/2019;VU;H60A;H60A;655;TCT;;;;;655193531162;;;0240-4120;DEFORMACION CHAPA-PISO AV. O CABINA;FG;P2;Laterales-P1;DEFORMACION CHAPA;;;;;;;;;
8;Sem35;27/8/2019;VU;H60A;H60A;655;TCT;;;;;655193531162;;;0430-4419;SOLDADURA MAL POSICIONADA-CAJON DE PUERTA ARI.;FG;P2;Partes móviles;SOLDADURA MAL POSICIONADA;;;;;;;;;
8;Sem35;27/8/2019;VU;H60A;H60A;655;TCT;;;;;655193530855;CAJA;;0230-4520;PICO-HAYON /  PORTON;ND;P2;Partes móviles;PICO;;;;;;;;;
8;Sem35;27/8/2019;VP;X67;F67;655;TCP;;;;;655193540027;;;1001-4442;AMPOLLAS DEL MASTICO-REBATIDO DE PUERTA AVD.;MR;P2;Chapa;AMPOLLAS DEL MASTICO;;;;;;;;;
8;Sem35;27/8/2019;VP;X67;F67;655;TCP;;;;;655193540027;;;1150-4307;MANCHA EN LA PINTURA-PIE MEDIO  I.;MR;P2;Cabinas;MANCHA EN LA PINTURA;;;;;;;;;
8;Sem35;27/8/2019;VU;H60A;H60A;655;TCP;;;;;655193530347;;;0210-4119;BOLLOS-PASO DE RUEDA  ARI./ LADO DE CAJA;ND;P2;Degradaciones;BOLLOS;;;;;;;;;
8;Sem35;27/8/2019;VU;H60A;H60A;655;TCP;;;;;655193530347;;;1520-4373;RAYAS-ENCUADRAMIENTO DE PUERTA AVI.;ND;P2;Degradaciones;RAYAS;;;;;;;;;
8;Sem35;27/8/2019;VU;H60A;H60A;655;TCP;;;;;655193530347;;;1450-4466;RETOQUE LOCAL CON PLUMA-DOBLADO MARCO DE PUERTA AVD.;MR;P2;LFP;RETOQUE LOCAL CON PLUMA;;;;;;;;;
8;Sem35;27/8/2019;VP;X52;L52;655;TCP;;;;;655193630096;;;1001-4443;AMPOLLAS DEL MASTICO-REBATIDO DE PUERTA ARI.;MR;P2;Chapa;AMPOLLAS DEL MASTICO;;;;;;;;;
8;Sem35;27/8/2019;VP;X52;L52;655;TCP;;;;;655193630096;;;1053-4503;MASTICO BAJO LACA-GOTERON ENCUADRAMIENTO DE PORTON;ND;P2;Selladores;MASTICO BAJO LACA;;;;;;;;;
8;Sem35;27/8/2019;VU;H60A;H60A;655;TCP;;;;;655193430077;;;;GRANO-PUERTA AVI;MR;P2;Selladores;GRANO;;;;;;;;;
8;Sem35;27/8/2019;VU;H60A;H60A;655;TCP;;;;;655193430077;;;;DEPÓSITO DE PARTÍCULAS-PASARUEDAS ARI;ND;P2;Selladores;DEPÓSITO DE PARTÍCULAS;;;;;;;;;
8;Sem35;27/8/2019;VP;X52;B52;655;TCP;;;;;655193630063;;;;AMPOLLAS DE MASTICO-REBATIDO DE PUERTA;MR;P2;Chapa;AMPOLLAS DE MASTICO;;;;;;;;;
8;Sem35;27/8/2019;VP;X52;B52;655;TCP;;;;;655193630063;;;;MANCHA-PUERTA ARI;MR;P2;LFP;MANCHA;;;;;;;;;
8;Sem35;27/8/2019;VP;X52;B52;655;TCP;;;;;655193630063;;;;SELLADOR DIFICULTA MONTAJE-;MR;P2;Selladores;SELLADOR DIFICULTA MONTAJE;;;;;;;;;
8;Sem35;27/8/2019;VP;X67;F67;655;TCP;;;;;655193540011;;;;DEPÓSITO DE PARTÍCULAS-PUERTA DESLIZANTE IZQUIERDA;ND;P2;Selladores;DEPÓSITO DE PARTÍCULAS;;;;;;;;;
8;Sem35;28/8/2019;VP;X67;F67;655;TCT;H4M-;;TR4X2;E1;655193720006;;OV369;0430-4303;SOLDADURA MAL POSICIONADA-BAJOCAJA  I.;FG;P2;Laterales-P1;SOLDADURA MAL POSICIONADA;;;;;;;;;
8;Sem35;28/8/2019;VP;X67;F67;655;TCT;K9K-;;TR4X2;E1;655193730053;;OV369;0240-4415;DEFORMACION CHAPA-MARCO DE PUERTA  AVI.;ND;P2;Laterales-P1;DEFORMACION CHAPA;;;;;;;;;
8;Sem35;28/8/2019;VP;X67;F67;655;TCT;H4M-;;TR4X2;E0;655194010019;;OV369;0240-4415;DEFORMACION CHAPA-MARCO DE PUERTA  AVI.;FG;P2;Laterales-P1;DEFORMACION CHAPA;;;;;;;;;
8;Sem35;28/8/2019;VP;X67;F67;655;TCT;H4M-;;TR4X2;E0;655194010019;;OV369;0480-4416;SOLDADURA ESTALLADA-MARCO DE PUERTA  AVD.;FG;P2;Partes móviles;SOLDADURA ESTALLADA;;;;;;;;;
8;Sem35;28/8/2019;VU;H60A;H60A;655;TCT;M9T-;;4X4TST;E3P;655192130488;;TERPR;0240-4402;DEFORMACION CHAPA-PUERTA AVD.;ND;P2;Partes móviles;DEFORMACION CHAPA;;;;;;;;;
8;Sem35;28/8/2019;VU;H60A;H60A;655;TCT;M9T-;;4X4TST;E3P;655192130488;;TERPR;0040-4025;JUEGO INSUFICIENTE-CAPOT AV./ ALETA  AVI.;FG;P2;Ferrage- Caja;JUEGO INSUFICIENTE;;;;;;;;;
8;Sem35;28/8/2019;VU;H60A;H60A;655;TCT;M9T-;;4X4TST;E2A;655193530785;;OV727;0240-4120;DEFORMACION CHAPA-PISO AV. O CABINA;FG;P2;Piso-Block;DEFORMACION CHAPA;;;;;;;;;
8;Sem35;28/8/2019;VU;H60A;H60A;655;TCT;M9T-;;4X4TST;E2A;655193531114;;OV369;0210-4769;BOLLOS-PAÑO LATERAL ARI;ND;P2;Laterales-P1;BOLLOS;;;;;;;;;
8;Sem35;28/8/2019;VP;X52;L52;655;TCT;K7M-;;TR4X2;E0;655193720092;;OV369;0210-4514;BOLLOS-ALETA ARD.;ND;P2;Partes móviles;BOLLOS;;;;;;;;;
8;Sem35;28/8/2019;VP;X52;L52;655;TCT;K7M-;;TR4X2;E1;655193740111;;OV369;0210-4514;BOLLOS-ALETA ARD.;ND;P2;Partes móviles;BOLLOS;;;;;;;;;
8;Sem35;28/8/2019;VP;X52;L52;655;TCT;K7M-;;TR4X2;E1;655193740111;;OV369;0240-4120;DEFORMACION CHAPA-PISO AV. O CABINA;FG;P2;Laterales-P1;DEFORMACION CHAPA;;;;;;;;;
8;Sem35;28/8/2019;VP;X52;L52;655;TCT;K7M-;;TR4X2;E1;655193740111;;OV369;0440-4373;PROYECCION DE SOLDADURA-ENCUADRAMIENTO DE PUERTA AVI.;ND;P2;Laterales-P1;PROYECCION DE SOLDADURA;;;;;;;;;
8;Sem35;28/8/2019;VP;X52;L52;;TCT;;;;;655193720094;;;0360-4313;RAYA EN PIEZA DE CHAPA-TECHO;ND;P2;Laterales-P1;RAYA EN PIEZA DE CHAPA;;;;;;;;;
8;Sem35;28/8/2019;VP;X52;L52;;TCT;;;;;655193720094;;;0830-4402;RAYA-PUERTA AVD.;ND;P2;Partes móviles;RAYA;;;;;;;;;
8;Sem35;28/8/2019;VP;X52;B52;655;TCP;;;;;655193620103;;;1180-4514;GRANO-ALETA ARD.;MR;P2;Selladores;GRANO;;;;;;;;;
8;Sem35;28/8/2019;VP;X52;B52;655;TCP;K7M-;;TR4X2;E1;655193630027;;TEKNS;1190-4308;DEPOSITO DE PARTICULAS-PIE MEDIO  D.;ND;P2;Selladores;DEPOSITO DE PARTICULAS;;;;;;;;;
8;Sem35;28/8/2019;VP;X52;B52;655;TCP;K7M-;;TR4X2;E1;655193630027;;TEKNS;1180-4313;GRANO-TECHO;MR;P2;Selladores;GRANO;;;;;;;;;
8;Sem35;28/8/2019;VP;X52;B52;655;TCP;;;;;655193710104;;;0240-4444;DEFORMACION CHAPA-REBATIDO DE PUERTA ARD.;ND;P2;Chapa;DEFORMACION CHAPA;;;;;;;;;
8;Sem35;28/8/2019;VP;X52;B52;655;TCP;;;;;655193710104;;;4070-4301;OBTURADOR MAL POSICIONADO-PIE  AVI.;NG;P2;LFP;OBTURADOR MAL POSICIONADO;;;;;;;;;
8;Sem35;28/8/2019;VP;X52;B52;655;TCP;;;;;655193710104;;;1520-4373;RAYAS-ENCUADRAMIENTO DE PUERTA AVI.;ND;P2;Degradaciones;RAYAS;;;;;;;;;
8;Sem35;28/8/2019;VP;X67;F67;655;TCP;H4M-;;TR4X2;E0;655193530041;;OV369;1190-4831;DEPOSITO DE PARTICULAS-CAJON DE PUERTA BATIENTE ARI.;ND;P2;Selladores;DEPOSITO DE PARTICULAS;;;;;;;;;
8;Sem35;28/8/2019;VP;X67;F67;655;TCP;;;;;655193550004;;;1170-4513;GOTA-ALETA  ARI.;MR;P2;Cabinas;GOTA;;;;;;;;;
8;Sem35;28/8/2019;VP;X67;F67;655;TCP;;;;;655193550004;;;4070-4301;OBTURADOR MAL POSICIONADO-PIE  AVI.;FG;P2;LFP;OBTURADOR MAL POSICIONADO;;;;;;;;;
8;Sem35;28/8/2019;VP;X67;F67;655;TCP;;;;;655193720008;;;1170-4832;GOTA-CAJON DE PUERTA BATIENTE ARD.;MR;P2;Cabinas;GOTA;;;;;;;;;
8;Sem35;28/8/2019;VP;X67;F67;655;TCP;K9K-;;TR4X2;E1;655193720028;;TEKNH;4070-4301;OBTURADOR MAL POSICIONADO-PIE  AVI.;ND;P2;LFP;OBTURADOR MAL POSICIONADO;;;;;;;;;
8;Sem35;28/8/2019;VU;H60A;H60A;655;TCP;;;;;655192131018;;;1450-4414;RETOQUE LOCAL CON PLUMA-PAÑO EXT DE PUERTA ARD;MR;P2;LFP;RETOQUE LOCAL CON PLUMA;;;;;;;;;
8;Sem35;28/8/2019;VU;H60A;H60A;655;TCP;M9T-;;4X4TST;E2A;655193530723;;OV727;0230-4514;PICO-ALETA ARD.;MR;P2;Selladores;PICO;;;;;;;;;
8;Sem35;28/8/2019;VU;H60A;H60A;655;TCP;M9T-;;4X4TST;E2A;655193530723;;OV727;1400-4320;RETOQUE DE PINTURA APARENTE-VANO DE LUNETA AR.;MR;P2;LFP;RETOQUE DE PINTURA APARENTE;;;;;;;;;
8;Sem35;29/8/2019;VP;X52;B52;655;TCT;K4M-;;TR4X2;E2;655193540051;;TEB76;0240-4120;DEFORMACION CHAPA-PISO AV. O CABINA;;P2;Piso-Block;DEFORMACION CHAPA;;;;;;;;;
8;Sem35;29/8/2019;VP;X67;F67;655;TCT;H4M-;;TR4X2;E0;655193730055;;OV369;0440-4773;PROYECCION DE SOLDADURA-CARA INTERNA DE PAÑO LAT  I;FG;P2;Laterales-P1;PROYECCION DE SOLDADURA;;;;;;;;;
8;Sem35;29/8/2019;VP;X67;F67;655;TCT;H4M-;;TR4X2;E0;655193730055;;OV369;0480-4814;SOLDADURA ESTALLADA-CAJON DE PUERTA DESLIZANTE D.;ND;P2;Partes móviles;SOLDADURA ESTALLADA;;;;;;;;;
8;Sem35;29/8/2019;VP;X52;B52;655;TCT;K7M-;;TR4X2;E1;655193750062;;TEKNH;0110-4129;MAL ACOSTAJE-PASO DE RUEDA ARI./ PISO;FG;P2;Laterales-P1;MAL ACOSTAJE;;;;;;;;;
8;Sem35;29/8/2019;VP;X67;F67;655;TCT;K9K-;;TR4X2;E1;655193730039;;TEKNH;0430-4832;SOLDADURA MAL POSICIONADA-CAJON DE PUERTA BATIENTE ARD.;ND;P2;Partes móviles;SOLDADURA MAL POSICIONADA;;;;;;;;;
8;Sem35;29/8/2019;VU;H60A;H60A;655;TCT;M9T-;;4X4TST;E3P;655192130447;;OV369;0210-4401;BOLLOS-PUERTA AVI.;ND;P2;Partes móviles;BOLLOS;;;;;;;;;
8;Sem35;29/8/2019;VU;H60A;H60A;655;TCT;M9T-;;4X4TST;E2A;655193530919;;NV676;0470-4301;SOLDADURA PERFORADA-PIE  AVI.;ND;P1;Laterales-P1;SOLDADURA PERFORADA;;;;;;;;;
8;Sem35;29/8/2019;VP;X52;L52;655;TCT;K7M-;;TR4X2;E1;655193740113;;OV369;0400-4313;ASPECTO JUNTA - CORDON SOLDADURA-TECHO;ND;P2;Laterales-P1;ASPECTO JUNTA ;;;;;;;;;
8;Sem35;29/8/2019;VP;X52;L52;655;TCT;K7M-;;TR4X2;E1;655193740113;;OV369;0210-4409;BOLLOS-CAJON DE PUERTA AVI.;ND;P2;Partes móviles;BOLLOS;;;;;;;;;
8;Sem35;29/8/2019;VP;X52;L52;655;TCT;K7M-;;TR4X2;E1;655193740113;;OV369;0414-4539;CLINCH O REMACHE DEFECTUOSO-PISO CENTRAL / PISO AR.;FG;P2;Piso-Block;CLINCH O REMACHE DEFECTUOSO;;;;;;;;;
8;Sem35;29/8/2019;VP;X52;B52;655;TCP;K4M-;;TR4X2;E1;655193450087;;TEB76;1001-4443;AMPOLLAS DEL MASTICO-REBATIDO DE PUERTA ARI.;MR;P2;Chapa;AMPOLLAS DEL MASTICO;;;;;;;;;
8;Sem35;29/8/2019;VP;X52;B52;655;TCP;K7M-;;TR4X2;E0;655193640012;;TEKNH;0210-4411;BOLLOS-PAÑO EXT DE PUERTA  AVI;MR;P2;Degradaciones;BOLLOS;;;;;;;;;
8;Sem35;29/8/2019;VP;X67;F67;655;TCP;H4M-;;TR4X2;E1;655193720014;;OV369;0708-4831;MASTICO DE CHAPA DESPEGADO-CAJON DE PUERTA BATIENTE ARI.;FG;P2;Selladores;MASTICO DE CHAPA DESPEGADO;;;;;;;;;
8;Sem35;29/8/2019;VP;X67;F67;655;TCP;H4M-;;TR4X2;E0;655193720029;;OV369;1180-4768;GRANO-PAÑO LATERAL ARD;NR;P2;Selladores;GRANO;;;;;;;;;
8;Sem35;29/8/2019;VP;X67;F67;655;TCP;H4M-;;TR4X2;E0;655193720029;;OV369;1400-4768;RETOQUE DE PINTURA APARENTE-PAÑO LATERAL ARD;MR;P2;LFP;RETOQUE DE PINTURA APARENTE;;;;;;;;;
8;Sem35;29/8/2019;VP;X67;F67;655;TCP;H4M-;;TR4X2;E0;655194010025;;OV369;0708-4831;MASTICO DE CHAPA DESPEGADO-CAJON DE PUERTA BATIENTE ARI.;FG;P2;Chapa;MASTICO DE CHAPA DESPEGADO;;;;;;;;;
8;Sem35;29/8/2019;VP;X67;F67;655;TCP;H4M-;;TR4X2;E0;655194010025;;OV369;1052-4508;MASTICO IMPIDE EL MONTAJE-PASO DE RUEDA  ARD.;FG;P2;Selladores;MASTICO IMPIDE EL MONTAJE;;;;;;;;;
8;Sem35;29/8/2019;VP;X67;F67;655;TCP;H4M-;;TR4X2;E0;655194010025;;OV369;1052-4302;MASTICO IMPIDE EL MONTAJE-PIE  AVD.;FG;P2;Selladores;MASTICO IMPIDE EL MONTAJE;;;;;;;;;
8;Sem35;29/8/2019;VU;H60A;H60A;655;TCP;M9T-;;4X4TST;E3P;655192130714;;OV369;1180-4384;GRANO-PIE ARD.;ND;P2;Selladores;GRANO;;;;;;;;;
8;Sem35;29/8/2019;VU;H60A;H60A;655;TCP;M9T-;;4X4TST;E3P;655192130714;;OV369;1010-4130;MASTICO MAL POSICIONADO-PISO AR. DE COFRE-- CAJA;FG;P2;Selladores;MASTICO MAL POSICIONADO;;;;;;;;;
8;Sem35;29/8/2019;VU;H60A;H60A;655;TCP;M9T-;;4X4TST;E3;655193410007;;NV676;1001-4443;AMPOLLAS DEL MASTICO-REBATIDO DE PUERTA ARI.;MR;P2;Chapa;AMPOLLAS DEL MASTICO;;;;;;;;;
